TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
243,2023-01-01 05:52:44,640,18,54.14,21164,0,0,0
244,2023-01-01 05:54:07,736,179,31.58,21247,0,0,0
245,2023-01-01 05:54:27,604,473,31.27,21267,0,0,0
246,2023-01-01 05:54:41,356,1647,60.93,21281,0,0,0
247,2023-01-01 05:56:18,186,1589,45.49,21378,0,0,0
248,2023-01-01 05:57:52,634,276,46.74,21472,0,0,0
249,2023-01-01 05:57:53,332,999,29.44,21473,0,0,0
250,2023-01-01 05:58:33,349,845,106.9,21513,0,0,0
251,2023-01-01 05:58:56,302,1597,9.51,21536,0,0,0
252,2023-01-01 05:59:48,83,884,81.39,21588,0,0,0
253,2023-01-01 06:01:11,632,1427,30.16,21671,0,0,0
254,2023-01-01 06:02:43,515,395,52.9,21763,0,0,0
255,2023-01-01 06:02:44,774,1459,46.3,21764,0,0,0
256,2023-01-01 06:03:34,467,1632,141.51,21814,0,0,0
257,2023-01-01 06:04:06,841,1512,55.89,21846,0,0,0
258,2023-01-01 06:04:32,283,1907,80.67,21872,0,0,0
259,2023-01-01 06:04:36,841,1583,72.91,21876,0,0,0
260,2023-01-01 06:05:30,369,322,40.76,21930,0,0,0
261,2023-01-01 06:05:47,780,1279,14.81,21947,0,0,0
262,2023-01-01 06:05:50,369,375,75.23,21950,0,0,0
263,2023-01-01 06:07:00,789,674,56.07,22020,0,0,0
264,2023-01-01 06:07:01,428,1564,18.17,22021,0,0,0
265,2023-01-01 06:08:23,571,1602,52.94,22103,0,0,0
266,2023-01-01 06:09:35,134,1702,61.88,22175,0,0,0
267,2023-01-01 06:11:21,162,363,27.48,22281,0,0,0
268,2023-01-01 06:11:25,130,1821,8.48,22285,0,0,0
269,2023-01-01 06:12:17,213,852,77.05,22337,0,0,0
270,2023-01-01 06:12:39,924,1525,52.85,22359,0,0,0
271,2023-01-01 06:14:07,56,1501,91.18,22447,0,0,0
272,2023-01-01 06:15:10,80,1156,13.67,22510,0,0,0
273,2023-01-01 06:15:21,559,26,9.78,22521,0,0,0
274,2023-01-01 06:15:46,410,1095,54.62,22546,0,0,0
275,2023-01-01 06:15:53,204,966,91.29,22553,0,0,0
276,2023-01-01 06:17:09,276,1153,54.71,22629,0,0,0
277,2023-01-01 06:17:41,108,836,60.15,22661,0,0,0
278,2023-01-01 06:17:42,194,889,6.66,22662,0,0,0
279,2023-01-01 06:17:45,209,1147,49.82,22665,0,0,0
280,2023-01-01 06:17:47,608,1812,30.92,22667,0,0,0
281,2023-01-01 06:18:53,573,1391,56.47,22733,0,0,0
282,2023-01-01 06:18:54,569,1020,132.07,22734,0,0,0
283,2023-01-01 06:19:55,680,352,55.69,22795,0,0,0
284,2023-01-01 06:22:52,862,1449,151.88,22972,0,0,0
285,2023-01-01 06:23:24,599,1687,197.09,23004,0,0,0
286,2023-01-01 06:24:01,209,1404,1.73,23041,0,0,0
287,2023-01-01 06:24:11,423,1429,18.33,23051,0,0,0
288,2023-01-01 06:24:12,620,1098,48.67,23052,0,0,0
289,2023-01-01 06:24:15,139,138,37.24,23055,0,0,0
290,2023-01-01 06:24:17,376,1559,133.32,23057,0,0,0
291,2023-01-01 06:24:31,800,1516,63.02,23071,0,0,0
292,2023-01-01 06:25:31,967,279,74.25,23131,0,0,0
293,2023-01-01 06:25:33,884,1796,23.56,23133,0,0,0
294,2023-01-01 06:27:18,962,715,18.22,23238,0,0,0
295,2023-01-01 06:28:24,444,693,8.45,23304,0,0,0
296,2023-01-01 06:28:58,376,1504,128.74,23338,0,0,0
297,2023-01-01 06:29:44,776,1152,88.32,23384,0,0,0
298,2023-01-01 06:30:33,149,102,63.51,23433,0,0,0
299,2023-01-01 06:30:52,226,1568,25.85,23452,0,0,0
300,2023-01-01 06:31:20,472,1887,48.56,23480,0,0,0
301,2023-01-01 06:31:49,83,1232,37.92,23509,0,0,0
302,2023-01-01 06:31:54,695,666,83.55,23514,0,0,0
303,2023-01-01 06:33:41,169,1972,5.37,23621,0,0,0
304,2023-01-01 06:34:06,960,1060,108.53,23646,0,0,0
305,2023-01-01 06:35:11,67,1096,69.62,23711,0,0,0
306,2023-01-01 06:37:02,655,118,51.3,23822,0,0,0
307,2023-01-01 06:37:26,270,1212,4.99,23846,0,0,0
308,2023-01-01 06:37:41,372,135,48.65,23861,0,0,0
309,2023-01-01 06:37:44,159,789,75.4,23864,0,0,0
310,2023-01-01 06:38:05,856,224,82.26,23885,0,0,0
311,2023-01-01 06:40:11,706,695,74.24,24011,0,0,0
312,2023-01-01 06:40:15,987,1762,68.9,24015,0,0,0
313,2023-01-01 06:40:45,990,1561,19.58,24045,0,0,0
314,2023-01-01 06:42:38,315,1447,44.09,24158,0,0,0
315,2023-01-01 06:42:41,898,1482,12.99,24161,0,0,0
316,2023-01-01 06:43:11,20,1572,19.43,24191,0,0,0
317,2023-01-01 06:44:04,873,1086,13.53,24244,0,0,0
318,2023-01-01 06:44:24,125,1117,63.89,24264,0,0,0
319,2023-01-01 06:44:44,893,1482,26.55,24284,0,0,0
320,2023-01-01 06:45:01,698,1429,40.57,24301,0,0,0
321,2023-01-01 06:45:08,171,1175,94.29,24308,0,0,0
322,2023-01-01 06:45:10,68,1428,29.71,24310,0,0,0
323,2023-01-01 06:45:19,557,1203,68.12,24319,0,0,0
324,2023-01-01 06:45:51,308,606,6.03,24351,0,0,0
325,2023-01-01 06:46:52,386,713,77.16,24412,0,0,0
326,2023-01-01 06:48:20,359,849,64.35,24500,0,0,0
327,2023-01-01 06:49:21,343,785,36.31,24561,0,0,0
328,2023-01-01 06:49:52,531,1333,36.05,24592,0,0,0
329,2023-01-01 06:50:50,23,1266,20.74,24650,0,0,0
330,2023-01-01 06:52:12,832,1690,59.84,24732,0,0,0
331,2023-01-01 06:52:14,202,1902,43.6,24734,0,0,0
332,2023-01-01 06:52:28,646,1450,41.41,24748,0,0,0
333,2023-01-01 06:52:58,388,995,16.7,24778,0,0,0
334,2023-01-01 06:53:47,331,981,125.52,24827,0,0,0
335,2023-01-01 06:54:28,37,1371,39.03,24868,0,0,0
336,2023-01-01 06:54:45,733,710,113.04,24885,0,0,0
337,2023-01-01 06:54:46,723,1010,88.61,24886,0,0,0
338,2023-01-01 06:55:13,161,440,93.85,24913,0,0,0
339,2023-01-01 06:55:58,427,1286,35.77,24958,0,0,0
340,2023-01-01 06:57:01,188,181,29.95,25021,0,0,0
341,2023-01-01 06:57:16,23,310,40.75,25036,0,0,0
342,2023-01-01 06:58:51,460,1021,17.85,25131,0,0,0
343,2023-01-01 06:59:28,775,1395,36.93,25168,0,0,0
344,2023-01-01 07:00:09,401,940,70.03,25209,0,0,0
345,2023-01-01 07:00:13,669,406,24.89,25213,0,0,0
346,2023-01-01 07:00:42,768,502,127.19,25242,0,0,0
347,2023-01-01 07:00:55,160,1629,125.62,25255,0,0,0
348,2023-01-01 07:01:13,411,945,46.1,25273,0,0,0
349,2023-01-01 07:02:01,948,865,4.7,25321,0,0,0
350,2023-01-01 07:02:14,114,692,99.73,25334,0,0,0
351,2023-01-01 07:02:43,53,1434,5.67,25363,0,0,0
352,2023-01-01 07:02:43,705,927,36.26,25363,0,0,0
353,2023-01-01 07:04:25,978,1245,40.03,25465,0,0,0
354,2023-01-01 07:04:40,781,745,52.16,25480,0,0,0
355,2023-01-01 07:05:10,672,1989,40.65,25510,0,0,0
356,2023-01-01 07:06:48,379,1355,52.76,25608,0,0,0
357,2023-01-01 07:06:56,547,1071,72.28,25616,0,0,0
358,2023-01-01 07:07:44,509,1539,170.27,25664,0,0,0
359,2023-01-01 07:08:07,921,1575,19.82,25687,0,0,0
360,2023-01-01 07:08:50,676,16,29.05,25730,0,0,0
361,2023-01-01 07:09:27,284,56,39.69,25767,0,0,0
362,2023-01-01 07:09:39,544,410,53.39,25779,0,0,0
363,2023-01-01 07:09:44,888,158,42.62,25784,0,0,0
364,2023-01-01 07:09:52,679,1159,18.17,25792,0,0,0
365,2023-01-01 07:10:42,717,318,19.0,25842,0,0,0
366,2023-01-01 07:12:40,241,796,29.88,25960,0,0,0
367,2023-01-01 07:12:52,37,54,28.51,25972,0,0,0
368,2023-01-01 07:14:25,933,602,95.62,26065,0,0,0
369,2023-01-01 07:14:35,131,1066,60.98,26075,0,0,0
370,2023-01-01 07:14:36,389,1398,96.55,26076,0,0,0
371,2023-01-01 07:16:21,515,309,27.07,26181,0,0,0
372,2023-01-01 07:16:45,968,1873,150.4,26205,0,0,0
373,2023-01-01 07:19:05,0,1359,123.59,26345,0,0,0
374,2023-01-01 07:19:22,407,1812,30.73,26362,0,0,0
375,2023-01-01 07:19:42,960,1806,119.79,26382,0,0,0
376,2023-01-01 07:19:58,69,266,103.2,26398,0,0,0
377,2023-01-01 07:20:55,705,927,21.04,26455,0,0,0
378,2023-01-01 07:21:13,939,796,152.28,26473,0,0,0
379,2023-01-01 07:21:26,830,652,61.51,26486,0,0,0
380,2023-01-01 07:22:04,811,219,31.17,26524,0,0,0
381,2023-01-01 07:22:06,65,1755,4.78,26526,0,0,0
382,2023-01-01 07:22:48,74,1233,95.15,26568,0,0,0
383,2023-01-01 07:23:06,780,1771,15.59,26586,0,0,0
384,2023-01-01 07:24:01,365,1267,72.96,26641,0,0,0
385,2023-01-01 07:24:08,188,747,10.31,26648,0,0,0
386,2023-01-01 07:24:36,115,1211,52.9,26676,0,0,0
387,2023-01-01 07:26:03,741,1185,18.91,26763,0,0,0
388,2023-01-01 07:26:22,154,1581,14.88,26782,0,0,0
389,2023-01-01 07:26:57,465,929,32.76,26817,0,0,0
390,2023-01-01 07:27:15,264,877,81.91,26835,0,0,0
391,2023-01-01 07:27:35,465,218,60.41,26855,0,0,0
392,2023-01-01 07:28:08,32,1018,69.86,26888,0,0,0
393,2023-01-01 07:29:51,705,927,28.75,26991,0,0,0
394,2023-01-01 07:30:04,58,1969,24.62,27004,0,0,0
395,2023-01-01 07:30:37,483,1714,19.86,27037,0,0,0
396,2023-01-01 07:30:56,960,1006,42.07,27056,0,0,0
397,2023-01-01 07:32:02,371,680,53.69,27122,0,0,0
398,2023-01-01 07:32:29,193,1872,83.4,27149,0,0,0
399,2023-01-01 07:32:36,793,863,16.9,27156,0,0,0
400,2023-01-01 07:32:36,1,431,36.12,27156,0,0,0
401,2023-01-01 07:32:39,35,406,63.17,27159,0,0,0
402,2023-01-01 07:32:40,177,1201,37.16,27160,0,0,0
403,2023-01-01 07:34:16,249,874,14.64,27256,0,0,0
404,2023-01-01 07:34:19,830,309,93.3,27259,0,0,0
405,2023-01-01 07:34:22,999,1292,7.44,27262,0,0,0
406,2023-01-01 07:34:25,701,699,23.93,27265,0,0,0
407,2023-01-01 07:35:14,26,1557,80.31,27314,0,0,0
408,2023-01-01 07:35:46,131,903,32.13,27346,0,0,0
409,2023-01-01 07:35:58,315,1447,53.19,27358,0,0,0
410,2023-01-01 07:36:05,164,518,38.25,27365,0,0,0
411,2023-01-01 07:36:45,249,467,24.16,27405,0,0,0
412,2023-01-01 07:36:53,833,488,36.65,27413,0,0,0
413,2023-01-01 07:37:11,689,1609,185.81,27431,0,0,0
414,2023-01-01 07:37:21,340,341,26.9,27441,0,0,0
415,2023-01-01 07:37:46,825,662,47.85,27466,0,0,0
416,2023-01-01 07:37:57,271,1413,18.49,27477,0,0,0
417,2023-01-01 07:38:03,815,48,4.14,27483,0,0,0
418,2023-01-01 07:39:08,228,785,100.46,27548,0,0,0
419,2023-01-01 07:39:53,212,446,70.34,27593,0,0,0
420,2023-01-01 07:40:55,439,721,9.04,27655,0,0,0
421,2023-01-01 07:41:20,925,66,13.38,27680,0,0,0
422,2023-01-01 07:41:47,900,562,54.72,27707,0,0,0
423,2023-01-01 07:42:28,314,1236,101.5,27748,0,0,0
